geometry_id,geometry_class,shape,body,spacing_um,height_um,h_over_s,diameter_mm,depth_ratio,pattern,coverage_pct,denticle_scale_um,overlap_pct,U_inf_mps,Re_L,Re_D,u_tau_mps,delta_v_um,s_plus,lg_plus,k_plus,Cf_smooth,Cf_textured,Cd_pressure,Cd_total,DR_friction_pct,DR_net_pct,DR_uncertainty_pp,delta_Re_transition,natural_regime,min_feature_um,manufacturability_index,model_confidence
A-SCAL-s50-h25,riblet,scalloped,sphere,50.0,25.0,0.5,,,,,,,20.0,,54685.559762,1.282384,60.888753,4.105849,2.248866,0.307939,0.01466,0.014487,0.474341,0.488827,1.250491,-0.032951,3.1,0.0,separation-dominated,25.0,4.9,high
A-SCAL-s50-h25,riblet,scalloped,plate,50.0,25.0,0.5,,,,,,,50.0,320173.066522,,2.641463,29.560421,8.457254,4.632229,0.634294,0.005582,0.005438,0.0,0.005438,2.57577,2.57577,1.5,0.0,laminar-transitional,25.0,4.9,high
A-SCAL-s50-h25,riblet,scalloped,sphere,50.0,25.0,0.5,,,,,,,50.0,,136713.899405,2.889182,27.025911,9.250382,5.066643,0.693779,0.014708,0.014255,0.47427,0.488525,2.817328,0.352114,3.1,0.0,separation-dominated,25.0,4.9,high
B-HEX-d0.5-r0.05,dimple,spherical,plate,,,,0.5,0.05,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,0.136138,0.014464,0.014464,8.1e-05,0.014545,0.0,-0.56,2.5,0.0,laminar,25.0,3.9,low
B-HEX-d0.5-r0.05,dimple,spherical,sphere,,,,0.5,0.05,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,0.15531,0.011676,0.011721,0.378971,0.390692,1e-06,-0.380555,4.1,0.0,separation-dominated,25.0,3.9,low
B-HEX-d0.5-r0.05,dimple,spherical,plate,,,,0.5,0.05,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,0.547648,0.009362,0.009362,5.2e-05,0.009415,0.00049,-0.55951,2.5,0.0,laminar,25.0,3.9,moderate
B-HEX-d0.5-r0.05,dimple,spherical,sphere,,,,0.5,0.05,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,0.611578,0.013046,0.01309,0.423256,0.436347,0.000794,-0.340567,4.1,0.0,separation-dominated,25.0,3.9,high
B-HEX-d0.5-r0.05,dimple,spherical,plate,,,,0.5,0.05,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,1.007618,0.007923,0.007923,4.4e-05,0.007967,0.00584,-0.55416,2.5,0.0,laminar,25.0,3.9,moderate
B-HEX-d0.5-r0.05,dimple,spherical,sphere,,,,0.5,0.05,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,1.117172,0.014108,0.014151,0.457586,0.471737,0.008491,-0.313974,4.1,0.0,separation-dominated,25.0,3.9,high
B-HEX-d0.5-r0.05,dimple,spherical,plate,,,,0.5,0.05,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,1.863343,0.006774,0.006771,3.8e-05,0.006809,0.044677,-0.515323,2.5,0.0,laminar-transitional,25.0,3.9,moderate
B-HEX-d0.5-r0.05,dimple,spherical,sphere,,,,0.5,0.05,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,2.052924,0.01466,0.014689,0.475214,0.489902,0.059002,-0.252885,4.1,0.0,separation-dominated,25.0,3.9,high
B-HEX-d0.5-r0.05,dimple,spherical,plate,,,,0.5,0.05,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,4.228627,0.005582,0.005564,3.1e-05,0.005595,0.325747,-0.234253,2.5,0.0,laminar-transitional,25.0,3.9,moderate
B-HEX-d0.5-r0.05,dimple,spherical,sphere,,,,0.5,0.05,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,4.625191,0.014708,0.013248,0.430022,0.443271,0.384953,9.582934,4.1,0.0,separation-dominated,25.0,3.9,high
B-HEX-d0.5-r0.1,dimple,spherical,plate,,,,0.5,0.1,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,0.272276,0.014464,0.014464,0.000324,0.014788,8e-06,-2.239992,2.5,0.0,laminar,50.0,3.6,low
B-HEX-d0.5-r0.1,dimple,spherical,sphere,,,,0.5,0.1,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,0.31062,0.011676,0.011765,0.380408,0.392173,1.7e-05,-0.761109,4.1,0.0,separation-dominated,50.0,3.6,low
B-HEX-d0.5-r0.1,dimple,spherical,plate,,,,0.5,0.1,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,1.095296,0.009362,0.009362,0.00021,0.009572,0.004059,-2.235941,2.5,0.0,laminar,50.0,3.6,moderate
B-HEX-d0.5-r0.1,dimple,spherical,sphere,,,,0.5,0.1,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,1.223156,0.013046,0.013134,0.424693,0.437827,0.005986,-0.680963,4.1,0.0,separation-dominated,50.0,3.6,high
B-HEX-d0.5-r0.1,dimple,spherical,plate,,,,0.5,0.1,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,2.015237,0.007923,0.007921,0.000177,0.008099,0.028732,-2.211268,2.5,0.0,laminar,50.0,3.6,moderate
B-HEX-d0.5-r0.1,dimple,spherical,sphere,,,,0.5,0.1,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,2.234344,0.014108,0.014191,0.459008,0.473198,0.038239,-0.624723,4.1,0.0,separation-dominated,50.0,3.6,high
B-HEX-d0.5-r0.1,dimple,spherical,plate,,,,0.5,0.1,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,3.726686,0.006774,0.006765,0.000152,0.006917,0.129875,-2.110125,2.5,0.0,laminar-transitional,50.0,3.6,moderate
B-HEX-d0.5-r0.1,dimple,spherical,sphere,,,,0.5,0.1,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,4.105849,0.01466,0.014687,0.47562,0.490307,0.157869,-0.335732,4.1,0.0,separation-dominated,50.0,3.6,high
B-HEX-d0.5-r0.1,dimple,spherical,plate,,,,0.5,0.1,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,8.457254,0.005582,0.005556,0.000125,0.005681,0.469627,-1.770373,2.5,-128453.185636,laminar-transitional,50.0,3.6,moderate
B-HEX-d0.5-r0.1,dimple,spherical,sphere,,,,0.5,0.1,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,9.250382,0.024513,0.017001,0.324692,0.341693,0.514004,30.30245,4.1,-149132.211613,separation-dominated,50.0,3.6,high
B-HEX-d0.5-r0.2,dimple,spherical,plate,,,,0.5,0.2,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,0.544552,0.014464,0.014464,0.001296,0.01576,3.3e-05,-8.959967,2.5,0.0,laminar,100.0,2.3,low
B-HEX-d0.5-r0.2,dimple,spherical,sphere,,,,0.5,0.2,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,0.62124,0.011676,0.011854,0.383281,0.395135,5.9e-05,-1.522218,4.1,0.0,separation-dominated,100.0,2.3,low
B-HEX-d0.5-r0.2,dimple,spherical,plate,,,,0.5,0.2,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,2.190591,0.009362,0.009362,0.000839,0.010201,0.004895,-8.955105,2.5,0.0,laminar,100.0,2.3,moderate
B-HEX-d0.5-r0.2,dimple,spherical,sphere,,,,0.5,0.2,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,2.446313,0.013046,0.013223,0.427565,0.440788,0.006568,-1.361883,4.1,0.0,separation-dominated,100.0,2.3,high
B-HEX-d0.5-r0.2,dimple,spherical,plate,,,,0.5,0.2,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,4.030474,0.007923,0.007922,0.00071,0.008632,0.020562,-8.939438,2.5,0.0,laminar,100.0,2.3,moderate
B-HEX-d0.5-r0.2,dimple,spherical,sphere,,,,0.5,0.2,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,4.468688,0.014108,0.014279,0.461798,0.476077,0.025053,-1.236919,4.1,0.0,separation-dominated,100.0,2.3,high
B-HEX-d0.5-r0.2,dimple,spherical,plate,,,,0.5,0.2,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,7.453371,0.006774,0.00677,0.000607,0.007377,0.054923,-8.905077,2.5,-98502.285219,laminar-transitional,100.0,2.3,moderate
B-HEX-d0.5-r0.2,dimple,spherical,sphere,,,,0.5,0.2,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,8.211697,0.01466,0.01462,0.472994,0.487614,0.061449,0.215373,4.1,-121547.484821,separation-dominated,100.0,2.3,high
B-HEX-d0.5-r0.2,dimple,spherical,plate,,,,0.5,0.2,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,16.914509,0.005582,0.005576,0.0005,0.006077,0.098496,-8.861504,2.5,-271840.65367,laminar-transitional,100.0,2.3,moderate
B-HEX-d0.5-r0.2,dimple,spherical,sphere,,,,0.5,0.2,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,18.500764,0.024513,0.012563,0.238935,0.251498,0.099843,48.700124,4.1,-287240.958659,separation-dominated,100.0,2.3,high
B-HEX-d0.5-r0.3,dimple,spherical,plate,,,,0.5,0.3,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,0.816829,0.014464,0.014464,0.002916,0.01738,3e-05,-20.15997,2.5,0.0,laminar,150.0,2.12,low
B-HEX-d0.5-r0.3,dimple,spherical,sphere,,,,0.5,0.3,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,0.93186,0.011676,0.011943,0.386155,0.398098,5e-05,-2.283328,4.1,0.0,separation-dominated,150.0,2.12,low
B-HEX-d0.5-r0.3,dimple,spherical,plate,,,,0.5,0.3,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,3.285887,0.009362,0.009362,0.001887,0.01125,0.002235,-20.157765,2.5,0.0,laminar,150.0,2.12,moderate
B-HEX-d0.5-r0.3,dimple,spherical,sphere,,,,0.5,0.3,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,3.669469,0.013046,0.013312,0.430436,0.443749,0.002837,-2.042652,4.1,0.0,separation-dominated,150.0,2.12,high
B-HEX-d0.5-r0.3,dimple,spherical,plate,,,,0.5,0.3,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,6.04571,0.007923,0.007923,0.001597,0.00952,0.006918,-20.153082,2.5,-47335.589239,laminar,150.0,2.12,moderate
B-HEX-d0.5-r0.3,dimple,spherical,sphere,,,,0.5,0.3,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,6.703031,0.014108,0.014365,0.464501,0.478866,0.008004,-1.829916,4.1,-72760.267952,separation-dominated,150.0,2.12,high
B-HEX-d0.5-r0.3,dimple,spherical,plate,,,,0.5,0.3,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,11.180057,0.006774,0.006773,0.001366,0.008139,0.013583,-20.146417,2.5,-190977.593466,laminar-transitional,150.0,2.12,moderate
B-HEX-d0.5-r0.3,dimple,spherical,sphere,,,,0.5,0.3,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,12.317546,0.01466,0.014385,0.465171,0.479556,0.014478,1.864423,4.1,-211275.483377,separation-dominated,150.0,2.12,high
B-HEX-d0.5-r0.3,dimple,spherical,plate,,,,0.5,0.3,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,25.371763,0.005582,0.005581,0.001125,0.006706,0.016163,-20.143837,2.5,-335373.40357,laminar-transitional,150.0,2.12,moderate
B-HEX-d0.5-r0.3,dimple,spherical,sphere,,,,0.5,0.3,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,27.751146,0.024513,0.011678,0.221916,0.233594,0.015665,52.352123,4.1,-347333.585796,separation-dominated,150.0,2.12,high
B-HEX-d1.0-r0.05,dimple,spherical,plate,,,,1.0,0.05,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,0.272276,0.014464,0.014464,8.1e-05,0.014545,1.6e-05,-0.559984,2.5,0.0,laminar,50.0,3.6,low
B-HEX-d1.0-r0.05,dimple,spherical,sphere,,,,1.0,0.05,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,0.31062,0.011676,0.011765,0.380408,0.392173,3.2e-05,-0.761109,4.1,0.0,separation-dominated,50.0,3.6,low
B-HEX-d1.0-r0.05,dimple,spherical,plate,,,,1.0,0.05,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,1.095296,0.009362,0.009362,5.2e-05,0.009414,0.007911,-0.552089,2.5,0.0,laminar,50.0,3.6,moderate
B-HEX-d1.0-r0.05,dimple,spherical,sphere,,,,1.0,0.05,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,1.223156,0.013046,0.013133,0.424693,0.437826,0.011666,-0.680792,4.1,0.0,separation-dominated,50.0,3.6,high
B-HEX-d1.0-r0.05,dimple,spherical,plate,,,,1.0,0.05,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,2.015237,0.007923,0.007919,4.4e-05,0.007963,0.055997,-0.504003,2.5,0.0,laminar,50.0,3.6,moderate
B-HEX-d1.0-r0.05,dimple,spherical,sphere,,,,1.0,0.05,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,2.234344,0.014108,0.014186,0.459008,0.473193,0.074526,-0.623627,4.1,0.0,separation-dominated,50.0,3.6,high
B-HEX-d1.0-r0.05,dimple,spherical,plate,,,,1.0,0.05,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,3.726686,0.006774,0.006757,3.8e-05,0.006795,0.253121,-0.306879,2.5,0.0,laminar-transitional,50.0,3.6,moderate
B-HEX-d1.0-r0.05,dimple,spherical,sphere,,,,1.0,0.05,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,4.105849,0.01466,0.014665,0.47562,0.490285,0.30768,-0.331223,4.1,0.0,separation-dominated,50.0,3.6,high
B-HEX-d1.0-r0.05,dimple,spherical,plate,,,,1.0,0.05,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,8.457254,0.005582,0.005531,3.1e-05,0.005562,0.915285,0.355285,2.5,-128453.185636,laminar-transitional,50.0,3.6,moderate
B-HEX-d1.0-r0.05,dimple,spherical,sphere,,,,1.0,0.05,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,9.250382,0.024513,0.016918,0.324692,0.34161,1.001774,30.319453,4.1,-149132.211613,separation-dominated,50.0,3.6,high
B-HEX-d1.0-r0.1,dimple,spherical,plate,,,,1.0,0.1,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,0.544552,0.014464,0.014464,0.000324,0.014788,0.000245,-2.239755,2.5,0.0,laminar,100.0,2.3,low
B-HEX-d1.0-r0.1,dimple,spherical,sphere,,,,1.0,0.1,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,0.62124,0.011676,0.011854,0.383281,0.395135,0.000436,-1.522206,4.1,0.0,separation-dominated,100.0,2.3,low
B-HEX-d1.0-r0.1,dimple,spherical,plate,,,,1.0,0.1,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,2.190591,0.009362,0.009359,0.00021,0.009569,0.036238,-2.203762,2.5,0.0,laminar,100.0,2.3,moderate
B-HEX-d1.0-r0.1,dimple,spherical,sphere,,,,1.0,0.1,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,2.446313,0.013046,0.013217,0.427565,0.440783,0.04862,-1.360604,4.1,0.0,separation-dominated,100.0,2.3,high
B-HEX-d1.0-r0.1,dimple,spherical,plate,,,,1.0,0.1,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,4.030474,0.007923,0.007911,0.000177,0.008089,0.152221,-2.087779,2.5,0.0,laminar,100.0,2.3,moderate
B-HEX-d1.0-r0.1,dimple,spherical,sphere,,,,1.0,0.1,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,4.468688,0.014108,0.014256,0.461798,0.476054,0.185465,-1.232047,4.1,0.0,separation-dominated,100.0,2.3,high
B-HEX-d1.0-r0.1,dimple,spherical,plate,,,,1.0,0.1,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,7.453371,0.006774,0.006746,0.000152,0.006898,0.406594,-1.833406,2.5,-98502.285219,laminar-transitional,100.0,2.3,moderate
B-HEX-d1.0-r0.1,dimple,spherical,sphere,,,,1.0,0.1,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,8.211697,0.01466,0.014562,0.472994,0.487556,0.454908,0.227151,4.1,-121547.484821,separation-dominated,100.0,2.3,high
B-HEX-d1.0-r0.1,dimple,spherical,plate,,,,1.0,0.1,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,16.914509,0.005582,0.005541,0.000125,0.005666,0.729167,-1.510833,2.5,-271840.65367,laminar-transitional,100.0,2.3,moderate
B-HEX-d1.0-r0.1,dimple,spherical,sphere,,,,1.0,0.1,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,18.500764,0.024513,0.012483,0.238935,0.251418,0.739139,48.716523,4.1,-287240.958659,separation-dominated,100.0,2.3,high
B-HEX-d1.0-r0.2,dimple,spherical,plate,,,,1.0,0.2,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,1.089105,0.014464,0.014464,0.001296,0.01576,0.000537,-8.959463,2.5,0.0,laminar,200.0,2.0,low
B-HEX-d1.0-r0.2,dimple,spherical,sphere,,,,1.0,0.2,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,1.24248,0.011676,0.012032,0.389028,0.40106,0.000853,-3.044413,4.1,0.0,separation-dominated,200.0,2.0,low
B-HEX-d1.0-r0.2,dimple,spherical,plate,,,,1.0,0.2,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,4.381183,0.009362,0.00936,0.000839,0.010199,0.024147,-8.935853,2.5,0.0,laminar,200.0,2.0,moderate
B-HEX-d1.0-r0.2,dimple,spherical,sphere,,,,1.0,0.2,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,4.892626,0.013046,0.013397,0.433306,0.446703,0.029477,-2.722155,4.1,0.0,separation-dominated,200.0,2.0,high
B-HEX-d1.0-r0.2,dimple,spherical,plate,,,,1.0,0.2,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,8.060947,0.007923,0.007919,0.00071,0.008629,0.060198,-8.899802,2.5,-117179.373612,laminar,200.0,2.0,moderate
B-HEX-d1.0-r0.2,dimple,spherical,sphere,,,,1.0,0.2,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,8.937375,0.014108,0.014437,0.4671,0.481537,0.067144,-2.397861,4.1,-141252.393104,separation-dominated,200.0,2.0,high
B-HEX-d1.0-r0.2,dimple,spherical,plate,,,,1.0,0.2,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,14.906742,0.006774,0.006768,0.000607,0.007375,0.095014,-8.864986,2.5,-248828.814013,laminar-transitional,200.0,2.0,moderate
B-HEX-d1.0-r0.2,dimple,spherical,sphere,,,,1.0,0.2,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,16.423394,0.01466,0.013983,0.452559,0.466542,0.097845,4.527616,4.1,-266610.278933,separation-dominated,200.0,2.0,high
B-HEX-d1.0-r0.2,dimple,spherical,plate,,,,1.0,0.2,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,33.829018,0.005582,0.005577,0.0005,0.006077,0.084506,-8.875494,2.5,-371230.32432,laminar-transitional,200.0,2.0,moderate
B-HEX-d1.0-r0.2,dimple,spherical,sphere,,,,1.0,0.2,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,37.001528,0.024513,0.011572,0.22004,0.231612,0.079337,52.756469,4.1,-380956.711343,separation-dominated,200.0,2.0,high
B-HEX-d1.0-r0.3,dimple,spherical,plate,,,,1.0,0.3,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,1.633657,0.014464,0.014464,0.002916,0.01738,0.000348,-20.159652,2.5,0.0,laminar,300.0,2.0,low
B-HEX-d1.0-r0.3,dimple,spherical,sphere,,,,1.0,0.3,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,1.863721,0.011676,0.012209,0.394775,0.406985,0.000517,-4.566642,4.1,0.0,separation-dominated,300.0,2.0,low
B-HEX-d1.0-r0.3,dimple,spherical,plate,,,,1.0,0.3,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,6.571774,0.009362,0.009362,0.001887,0.011249,0.007792,-20.152208,2.5,-67914.129743,laminar,300.0,2.0,moderate
B-HEX-d1.0-r0.3,dimple,spherical,sphere,,,,1.0,0.3,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,7.338938,0.013046,0.013577,0.439041,0.452618,0.009,-4.082304,4.1,-94778.753265,separation-dominated,300.0,2.0,high
B-HEX-d1.0-r0.3,dimple,spherical,plate,,,,1.0,0.3,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,12.091421,0.007923,0.007922,0.001597,0.00952,0.014315,-20.145685,2.5,-207455.568198,laminar,300.0,2.0,moderate
B-HEX-d1.0-r0.3,dimple,spherical,sphere,,,,1.0,0.3,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,13.406063,0.014108,0.014594,0.471946,0.48654,0.015163,-3.461847,4.1,-228350.378152,separation-dominated,300.0,2.0,high
B-HEX-d1.0-r0.3,dimple,spherical,plate,,,,1.0,0.3,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,22.360113,0.006774,0.006773,0.001366,0.008139,0.016609,-20.143391,2.5,-317252.216867,laminar-transitional,300.0,2.0,moderate
B-HEX-d1.0-r0.3,dimple,spherical,sphere,,,,1.0,0.3,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,24.635091,0.01466,0.012951,0.41883,0.431782,0.016294,11.640781,4.1,-331281.100309,separation-dominated,300.0,2.0,high
B-HEX-d1.0-r0.3,dimple,spherical,plate,,,,1.0,0.3,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,50.743526,0.005582,0.005581,0.001125,0.006707,0.009802,-20.150198,2.5,-410303.485868,laminar-transitional,300.0,2.0,moderate
B-HEX-d1.0-r0.3,dimple,spherical,sphere,,,,1.0,0.3,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,55.502292,0.024513,0.011921,0.226528,0.238449,0.008798,51.361847,4.1,-417358.502342,separation-dominated,300.0,2.0,high
B-HEX-d2.0-r0.05,dimple,spherical,plate,,,,2.0,0.05,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,0.544552,0.014464,0.014464,8.1e-05,0.014545,0.000478,-0.559522,2.5,0.0,laminar,100.0,2.3,low
B-HEX-d2.0-r0.05,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,0.62124,0.011676,0.011854,0.383281,0.395135,0.000849,-1.522194,4.1,0.0,separation-dominated,100.0,2.3,low
B-HEX-d2.0-r0.05,dimple,spherical,plate,,,,2.0,0.05,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,2.190591,0.009362,0.009356,5.2e-05,0.009408,0.070626,-0.489374,2.5,0.0,laminar,100.0,2.3,moderate
B-HEX-d2.0-r0.05,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,2.446313,0.013046,0.013211,0.427565,0.440776,0.094758,-1.359201,4.1,0.0,separation-dominated,100.0,2.3,high
B-HEX-d2.0-r0.05,dimple,spherical,plate,,,,2.0,0.05,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,4.030474,0.007923,0.0079,4.4e-05,0.007944,0.296673,-0.263327,2.5,0.0,laminar,100.0,2.3,moderate
B-HEX-d2.0-r0.05,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,4.468688,0.014108,0.014231,0.461798,0.476029,0.361464,-1.226702,4.1,0.0,separation-dominated,100.0,2.3,high
B-HEX-d2.0-r0.05,dimple,spherical,plate,,,,2.0,0.05,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,7.453371,0.006774,0.00672,3.8e-05,0.006758,0.792436,0.232436,2.5,-98502.285219,laminar-transitional,100.0,2.3,moderate
B-HEX-d2.0-r0.05,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,8.211697,0.01466,0.014499,0.472994,0.487493,0.886597,0.240074,4.1,-121547.484821,separation-dominated,100.0,2.3,high
B-HEX-d2.0-r0.05,dimple,spherical,plate,,,,2.0,0.05,hexagonal,40.0,,,50.0,320173.066522,,2.641463,29.560421,,,16.914509,0.005582,0.005503,3.1e-05,0.005534,1.421118,0.861118,2.5,-271840.65367,laminar-transitional,100.0,2.3,moderate
B-HEX-d2.0-r0.05,dimple,spherical,sphere,,,,2.0,0.05,hexagonal,40.0,,,50.0,,136713.899405,2.889182,27.025911,,,18.500764,0.024513,0.012394,0.238935,0.25133,1.440553,48.734515,4.1,-287240.958659,separation-dominated,100.0,2.3,high
B-HEX-d2.0-r0.1,dimple,spherical,plate,,,,2.0,0.1,hexagonal,40.0,,,1.0,6403.46133,,0.08504,918.18522,,,1.089105,0.014464,0.014463,0.000324,0.014787,0.003978,-2.236022,2.5,0.0,laminar,200.0,2.0,low
B-HEX-d2.0-r0.1,dimple,spherical,sphere,,,,2.0,0.1,hexagonal,40.0,,,1.0,,2734.277988,0.097016,804.841687,,,1.24248,0.011676,0.012031,0.389028,0.401059,0.006318,-3.044244,4.1,0.0,separation-dominated,200.0,2.0,low
B-HEX-d2.0-r0.1,dimple,spherical,plate,,,,2.0,0.1,hexagonal,40.0,,,5.0,32017.306652,,0.342095,228.248875,,,4.381183,0.009362,0.009346,0.00021,0.009555,0.178759,-2.061241,2.5,0.0,laminar,200.0,2.0,moderate
B-HEX-d2.0-r0.1,dimple,spherical,sphere,,,,2.0,0.1,hexagonal,40.0,,,5.0,,13671.389941,0.38203,204.389234,,,4.892626,0.013046,0.013372,0.433306,0.446678,0.218216,-2.716339,4.1,0.0,separation-dominated,200.0,2.0,high
B-HEX-d2.0-r0.1,dimple,spherical,plate,,,,2.0,0.1,hexagonal,40.0,,,10.0,64034.613304,,0.629421,124.0549,,,8.060947,0.007923,0.007888,0.000177,0.008066,0.445644,-1.794356,2.5,-117179.373612,laminar,200.0,2.0,moderate
B-HEX-d2.0-r0.1,dimple,spherical,sphere,,,,2.0,0.1,hexagonal,40.0,,,10.0,,27342.779881,0.697855,111.889674,,,8.937375,0.014108,0.014375,0.4671,0.481475,0.49707,-2.384654,4.1,-141252.393104,separation-dominated,200.0,2.0,high
B-HEX-d2.0-r0.1,dimple,spherical,plate,,,,2.0,0.1,hexagonal,40.0,,,20.0,128069.226609,,1.16396,67.08374,,,14.906742,0.006774,0.006726,0.000152,0.006878,0.703388,-1.536612,2.5,-248828.814013,laminar-transitional,200.0,2.0,moderate
B-HEX-d2.0-r0.1,dimple,spherical,sphere,,,,2.0,0.1,hexagonal,40.0,,,20.0,,54685.559762,1.282384,60.888753,,,16.423394,0.01466,0.013895,0.452559,0.466454,0.724348,4.545561,4.1,-266610.278933,separation-dominated,200.0,2.0,high
